Date,Close,High,Low,Open,Volume,Positive,Negative,Neutral,Compound_Sentiment,Price_Change_%
2017-01-18,8417.0,8460.2998046875,8397.400390625,8403.849609375,163800,0.5247564316322378,0.419271661166022,0.0559719072017401,0.1054847704662158,0.2262443438914019
2017-01-19,8435.099609375,8445.150390625,8404.0498046875,8418.400390625,165900,0.4319450186421157,0.0181240410457297,0.5499309403121545,0.413820977596386,0.21503634757038537
2017-01-20,8349.349609375,8423.650390625,8340.9501953125,8404.349609375,202600,0.2912291401980419,0.7927581135728128,0.0,-0.5015289733747709,-1.0165855054597661
2017-01-23,8391.5,8404.150390625,8327.2001953125,8329.599609375,195000,0.2921446485352181,0.5606782949389499,0.1471770565258319,-0.2685336464037318,0.5048344194100052
2017-01-24,8475.7998046875,8480.9501953125,8398.150390625,8407.0498046875,179200,0.3663618432936917,0.6284264566145871,0.0052117000917212,-0.2620646133208953,1.0045856484240057
2017-01-25,8602.75,8612.599609375,8493.9501953125,8499.4501953125,292500,0.4560699842170359,0.6886316293078756,0.0,-0.2325616450908396,1.4977960574563243
2017-01-27,8641.25,8672.7001953125,8606.900390625,8610.5,275400,0.1996737821583597,0.0099787766584493,0.7903474411831909,0.1896950054999103,0.44753131266164203
2017-01-30,8632.75,8662.599609375,8617.75,8635.5498046875,304700,0.0464504127199977,0.8361177032072488,0.1174318840727535,-0.789667290487251,-0.09836539852451365
2017-01-31,8561.2998046875,8631.75,8552.400390625,8629.4501953125,521000,0.6075448519014384,0.8213883629006943,0.0,-0.2138435109992559,-0.8276643631809133
2017-02-01,8716.400390625,8722.400390625,8537.5,8570.349609375,327700,0.1705241236872915,0.8433261677878832,0.0,-0.6728020441005916,1.811647640847469
2017-02-02,8734.25,8757.599609375,8685.7998046875,8724.75,283500,0.0650515929852795,0.4850946599795401,0.4498537470351803,-0.4200430669942606,0.2047818890261066
2017-02-03,8740.9501953125,8748.25,8707.75,8735.150390625,191000,0.9488855372533332,0.3336283958368656,0.0,0.6152571414164676,0.07671174184962215
2017-02-06,8801.0498046875,8814.099609375,8770.2001953125,8785.4501953125,194400,0.3046137691733707,0.1834421964034345,0.5119440344231948,0.1211715727699361,0.6875638006406781
2017-02-07,8768.2998046875,8809.2998046875,8741.0498046875,8805.7001953125,226300,0.0976721140063838,0.8549740195614743,0.0473538664321417,-0.7573019055550905,-0.37211469911869743
2017-02-08,8769.0498046875,8791.25,8715.0,8774.5498046875,218700,0.6842330265121569,0.8825598767723473,0.0,-0.1983268502601903,0.00855353964515082
2017-02-09,8778.400390625,8821.400390625,8724.099609375,8795.5498046875,187500,0.4401524937396013,0.4663097561401701,0.0935377501202285,-0.0261572624005688,0.10663168924529565
2017-02-10,8793.5498046875,8822.099609375,8771.2001953125,8812.349609375,225900,0.1220382348447788,0.0756997273097874,0.8022620378454337,0.0463385075349913,0.17257602055471555
2017-02-13,8805.0498046875,8826.900390625,8754.2001953125,8819.7998046875,204900,0.909320402078782,0.9017740285462288,0.0,0.0075463735325533,0.1307776751758416
2017-02-14,8792.2998046875,8820.4501953125,8772.5,8819.900390625,188300,0.2587799816000169,0.2034727424975958,0.5377472759023872,0.055307239102421,-0.14480326951941125
2017-02-15,8724.7001953125,8807.900390625,8712.849609375,8778.9501953125,216100,0.662522284353982,0.0669736120252715,0.2705041036207465,0.5955486723287104,-0.7688501401983627
2017-02-16,8778.0,8783.9501953125,8719.599609375,8739.0,184600,0.3117110760894109,0.8773504531328387,0.0,-0.5656393770434277,0.6109070053333943
2017-02-17,8821.7001953125,8896.4501953125,8804.25,8883.7001953125,298300,0.5200680211778108,0.3894049389788753,0.0905270398433139,0.1306630821989355,0.4978377228582742
2017-02-20,8879.2001953125,8886.25,8809.7998046875,8818.5498046875,167800,0.9695846277645586,0.0665647279142228,0.0,0.9030198998503356,0.6518017924770803
2017-02-21,8907.849609375,8920.7998046875,8860.9501953125,8890.75,175700,0.7751328233611146,0.6483180074520956,0.0,0.126814815909019,0.3226575978951818
2017-02-22,8926.900390625,8960.75,8905.25,8931.599609375,247100,0.9394989415641892,0.074105422574867,0.0,0.865393518989322,0.21386509747480797
2017-02-23,8939.5,8982.150390625,8927.5498046875,8956.400390625,377200,0.8948273504276488,0.3754689284665004,0.0,0.5193584219611485,0.14114204061503877
2017-02-27,8896.7001953125,8951.7998046875,8888.650390625,8943.7001953125,189900,0.1959828624191452,0.5590592849466022,0.2449578526342526,-0.363076422527457,-0.47877179582190843
2017-02-28,8879.599609375,8914.75,8867.599609375,8898.9501953125,293600,0.045227288910538,0.3211621526359535,0.6336105584535084,-0.2759348637254154,-0.19221268068030373
2017-03-01,8945.7998046875,8960.7998046875,8898.599609375,8904.400390625,205900,0.3253303307632643,0.2201113259047531,0.4545583433319825,0.1052190048585112,0.7455313102474381
2017-03-02,8899.75,8992.5,8879.7998046875,8982.849609375,218800,0.388677289689482,0.3505205342861618,0.2608021760243562,0.0381567554033202,-0.5147645341154417
2017-03-03,8897.5498046875,8907.099609375,8860.099609375,8883.5,202600,0.2713490317738959,0.3725332737595508,0.3561176944665533,-0.1011842419856549,-0.02472199008398679
2017-03-06,8963.4501953125,8967.7998046875,8914.0,8915.099609375,174800,0.2809345096873807,0.4642385197392249,0.2548269705733943,-0.1833040100518441,0.740657732427441
2017-03-07,8946.900390625,8977.849609375,8932.7998046875,8977.75,173400,0.5426960831582485,0.7227377522388047,0.0,-0.1800416690805562,-0.18463654426456033
2017-03-08,8924.2998046875,8957.0498046875,8891.9501953125,8950.7001953125,177800,0.1409242249747626,0.656729484721608,0.2023462903036293,-0.5158052597468453,-0.25260799775062015
2017-03-09,8927.0,8945.7998046875,8899.5,8914.5,171500,0.8021969807540397,0.7087656552291542,0.0,0.0934313255248854,0.030256662949423863
2017-03-10,8934.5498046875,8975.7001953125,8903.9501953125,8953.7001953125,152700,0.0745506436797708,0.008363681876857,0.917085674443372,0.0661869618029137,0.08457269729471584
2017-03-14,9087.0,9122.75,9060.5,9091.650390625,270300,0.0055221171236023,0.0053134756683459,0.9891644072080517,0.0002086414552564,1.7062996865551794
2017-03-15,9084.7998046875,9106.5498046875,9075.5,9086.849609375,240600,0.8154614284548342,0.8044946424318223,0.0,0.0109667860230118,-0.02421255983823256
2017-03-16,9153.7001953125,9158.4501953125,9128.5498046875,9129.650390625,208600,0.7068573438476171,0.7728095732903374,0.0,-0.0659522294427202,0.7584139673551205
2017-03-17,9160.0498046875,9218.400390625,9147.599609375,9207.7998046875,286700,0.7290071680409873,0.5484191629935626,0.0,0.1805880050474246,0.06936658662091144
2017-03-20,9126.849609375,9167.599609375,9116.2998046875,9166.9501953125,332100,0.3584657285442726,0.583713587731364,0.0578206837243634,-0.2252478591870913,-0.36244557639315556
2017-03-21,9121.5,9147.75,9087.2001953125,9133.9501953125,247700,0.1158690595251297,0.7819599771579592,0.1021709633169111,-0.6660909176328295,-0.05861397529225432
2017-03-22,9030.4501953125,9072.900390625,9019.2998046875,9047.2001953125,232300,0.8631034258755935,0.7517469923958404,0.0,0.1113564334797531,-0.9981889457600146
2017-03-23,9086.2998046875,9099.0498046875,9048.599609375,9048.75,191800,0.6232981268275579,0.8030020719578371,0.0,-0.1797039451302792,0.6184587497530369
2017-03-24,9108.0,9133.5498046875,9089.400390625,9104.0,203700,0.3308980248526492,0.5180080664046248,0.151093908742726,-0.1871100415519756,0.2388232369495924
2017-03-27,9045.2001953125,9094.849609375,9024.650390625,9093.4501953125,202700,0.325183322026747,0.6204737850519706,0.0543428929212823,-0.2952904630252235,-0.6895015885759803
2017-03-28,9100.7998046875,9110.400390625,9079.7998046875,9081.5,183300,0.7296061783380641,0.7422531871990872,0.0,-0.0126470088610231,0.6146863328001739
2017-03-29,9143.7998046875,9153.150390625,9109.099609375,9128.7001953125,243400,0.6375574713552131,0.1698810060507353,0.1925615225940515,0.4676764653044778,0.4724859454424246
2017-03-30,9173.75,9183.150390625,9136.349609375,9142.599609375,323400,0.8872127425763265,0.1949751999002892,0.0,0.6922375426760373,0.3275464899958447
2017-03-31,9173.75,9191.7001953125,9152.099609375,9158.900390625,190900,0.4722149251619493,0.8904095172193285,0.0,-0.4181945920573792,0.0
2017-04-03,9237.849609375,9245.349609375,9192.400390625,9220.599609375,139100,0.7607850486168974,0.7587153211639207,0.0,0.0020697274529767,0.6987285393105225
2017-04-05,9265.150390625,9273.900390625,9215.400390625,9264.400390625,184800,0.770967179954561,0.6541327370278737,0.0,0.1168344429266873,0.2955317785461098
2017-04-06,9261.9501953125,9267.9501953125,9218.849609375,9245.7998046875,186100,0.4937955963643907,0.88912792394001,0.0,-0.3953323275756192,-0.034540133484917135
2017-04-07,9198.2998046875,9250.5,9188.099609375,9223.7001953125,190000,0.5227328293819941,0.5788067545119405,0.0,-0.0560739251299464,-0.6872244968150865
2017-04-10,9181.4501953125,9225.650390625,9174.849609375,9225.599609375,135800,0.1078914269933044,0.4739212201161027,0.4181873528905928,-0.3660297931227982,-0.18318178068531532
2017-04-11,9237.0,9242.7001953125,9172.849609375,9184.5498046875,200100,0.0314291856867342,0.716397111958099,0.2521737023551668,-0.6849679262713647,0.6050221207523521
2017-04-12,9203.4501953125,9246.400390625,9161.7998046875,9242.5,161800,0.6364104112637804,0.2709426983163654,0.0926468904198541,0.365467712947415,-0.3632110499891761
2017-04-13,9150.7998046875,9202.650390625,9144.9501953125,9202.5,166500,0.3143559810763267,0.2022541805245349,0.4833898383991384,0.1121018005517917,-0.5720723153564311
2017-04-17,9139.2998046875,9160.0,9120.25,9144.75,0,0.4103829230356297,0.4248508428680869,0.1647662340962833,-0.0144679198324572,-0.12567207506942735
2017-04-18,9105.150390625,9217.900390625,9095.4501953125,9163.0,174200,0.7555511385430487,0.907838513883534,0.0,-0.1522873753404854,-0.3736545992832463
2017-04-19,9103.5,9120.5,9075.150390625,9112.2001953125,173700,0.2287981654916224,0.5070596467387183,0.2641421877696592,-0.2782614812470958,-0.018125901870869043
2017-04-20,9136.400390625,9143.900390625,9102.650390625,9108.099609375,170300,0.0769799098287929,0.187920380815323,0.735099709355884,-0.11094047098653,0.3614037526775471
2017-04-21,9119.400390625,9183.650390625,9088.75,9179.099609375,155200,0.289751452913768,0.076971669380874,0.6332768777053579,0.2127797835328939,-0.18606890321317682
2017-04-24,9217.9501953125,9225.400390625,9130.5498046875,9135.349609375,167700,0.808120379564417,0.8218309465853593,0.0,-0.0137105670209423,1.080661013511497
2017-04-25,9306.599609375,9309.2001953125,9250.349609375,9273.0498046875,168700,0.6334037565104235,0.6595107686407702,0.0,-0.0261070121303467,0.961704198701141
2017-04-26,9351.849609375,9367.0,9301.349609375,9336.2001953125,185700,0.8714605901877177,0.7962414505413685,0.0,0.0752191396463491,0.48621410503593143
2017-04-27,9342.150390625,9367.150390625,9322.650390625,9359.150390625,209400,0.8036720768991145,0.2719460394184487,0.0,0.5317260374806657,-0.1037144431864756
2017-04-28,9304.0498046875,9342.650390625,9282.25,9340.9501953125,162200,0.1865700588860358,0.6923589224610581,0.121071018652906,-0.5057888635750223,-0.40783528785550693
2017-05-02,9313.7998046875,9352.5498046875,9269.900390625,9339.849609375,161600,0.8960912999234932,0.3245118001753421,0.0,0.5715794997481511,0.10479307618374012
2017-05-03,9311.9501953125,9346.2998046875,9298.400390625,9344.7001953125,151600,0.3180034749718639,0.2695118622922726,0.4124846627358635,0.0484916126795912,-0.019858805361794296
2017-05-04,9359.900390625,9365.650390625,9323.25,9360.9501953125,269600,0.1100519245276767,0.1909265850716435,0.6990214904006797,-0.0808746605439667,0.5149318274558334
2017-05-05,9285.2998046875,9377.099609375,9272.0,9374.5498046875,231900,0.2279351625419416,0.6946409588937278,0.0774238785643305,-0.4667057963517861,-0.7970232889681239
2017-05-08,9314.0498046875,9338.7001953125,9297.9501953125,9311.4501953125,174300,0.8607305832563434,0.2646350269253573,0.0,0.5960955563309861,0.30962920535411165
2017-05-09,9316.849609375,9338.9501953125,9307.7001953125,9337.349609375,132300,0.0069521305311907,0.6619689447938686,0.3310789246749407,-0.6550168142626779,0.030060014131461088
2017-05-10,9407.2998046875,9414.75,9336.0,9339.650390625,152700,0.5107473025775657,0.8149397285405392,0.0,-0.3041924259629734,0.9708238203339103
2017-05-11,9422.400390625,9450.650390625,9411.2998046875,9448.599609375,171100,0.417411003148779,0.7780252431446532,0.0,-0.3606142399958741,0.16051987553300506
2017-05-12,9400.900390625,9437.75,9372.5498046875,9436.650390625,154300,0.2221078104707302,0.7608513309307817,0.017040858598488,-0.5387435204600515,-0.2281796475279485
2017-05-15,9445.400390625,9449.25,9423.099609375,9433.5498046875,140800,0.9429097039125192,0.6989488284873856,0.0,0.2439608754251335,0.4733589140501593
2017-05-16,9512.25,9517.2001953125,9456.349609375,9461.0,166500,0.3232029320207552,0.3683472137943513,0.3084498541848934,-0.045144281773596,0.7077477566896029
2017-05-17,9525.75,9532.599609375,9486.099609375,9517.599609375,205500,0.5187906217433661,0.4323462264033473,0.0488631518532866,0.0864443953400188,0.14192225814082526
2017-05-18,9429.4501953125,9489.099609375,9418.099609375,9453.2001953125,193300,0.7030189588951778,0.031149092793391,0.2658319483114311,0.6718698661017868,-1.0109419697924005
2017-05-19,9427.900390625,9505.75,9390.75,9469.900390625,252100,0.363629602379294,0.2595764492750492,0.3767939483456568,0.1040531531042447,-0.01643579058586697
2017-05-22,9438.25,9498.650390625,9427.900390625,9480.25,196800,0.2517822958253641,0.2433966832185304,0.5048210209561054,0.0083856126068336,0.10977639714238041
2017-05-23,9386.150390625,9448.0498046875,9370.0,9445.0498046875,224400,0.4972485058923854,0.557337169573008,0.0,-0.0600886636806226,-0.552004973114717
2017-05-24,9360.5498046875,9431.900390625,9341.650390625,9410.900390625,211800,0.3008783098167696,0.0389793206611304,0.6601423695220999,0.2618989891556392,-0.27274851639997877
2017-05-25,9509.75,9523.2998046875,9379.2001953125,9384.0498046875,289200,0.2848404943774676,0.6668473913056581,0.0483121143168743,-0.3820068969281904,1.5939255537936958
2017-05-26,9595.099609375,9604.900390625,9495.400390625,9507.75,218800,0.0368869473545327,0.3230273457540938,0.6400857068913733,-0.286140398399561,0.8974958266515953
2017-05-29,9604.900390625,9637.75,9547.7001953125,9560.0498046875,235000,0.0514787512499893,0.3252906183617478,0.6232306303882629,-0.2738118671117584,0.102143611312
2017-05-30,9624.5498046875,9635.2998046875,9581.2001953125,9590.650390625,193900,0.2786464642366114,0.900960895690468,0.0,-0.6223144314538565,0.20457696866569286
2017-05-31,9621.25,9649.599609375,9609.25,9636.5498046875,414300,0.9082658859666536,0.9961576734987788,0.0,-0.0878917875321251,-0.03428528870922376
2017-06-01,9616.099609375,9634.650390625,9589.900390625,9603.5498046875,176100,0.2395618906669724,0.8254156641239481,0.0,-0.5858537734569756,-0.05353140834091219
2017-06-02,9653.5,9673.5,9637.4501953125,9657.150390625,162200,0.1448948720912231,0.844871347755229,0.0102337801535479,-0.6999764756640059,0.388935141525959
2017-06-05,9675.099609375,9687.2001953125,9640.7001953125,9656.2998046875,127700,0.2420552715115004,0.0672559139673678,0.6906888145211317,0.1747993575441325,0.2237489964779682
2017-06-06,9637.150390625,9709.2998046875,9630.2001953125,9704.25,145900,0.6721355474058786,0.0949179368216697,0.2329465157724517,0.5772176105842088,-0.3922359487981697
2017-06-07,9663.900390625,9678.5498046875,9630.5498046875,9663.9501953125,160700,0.7616196153287176,0.9988926120332906,0.0,-0.237272996704573,0.2775716774745085
2017-06-08,9647.25,9688.7001953125,9641.5,9682.400390625,155400,0.2376375439923996,0.3266392494259109,0.4357232065816894,-0.0890017054335112,-0.17229472523487832
2017-06-09,9668.25,9676.25,9608.150390625,9638.5498046875,159000,0.7282163486118596,0.7481839120488464,0.0,-0.0199675634369868,0.21767861307626646
2017-06-12,9616.400390625,9647.0498046875,9598.5,9646.7001953125,141400,0.6335297107608947,0.9976282974021564,0.0,-0.3640985866412618,-0.5362874292141773
2017-06-13,9606.900390625,9654.150390625,9595.400390625,9615.5498046875,129700,0.5357746840747585,0.2414964852568678,0.2227288306683736,0.2942781988178906,-0.09878956380873216
2017-06-14,9618.150390625,9627.400390625,9580.4501953125,9621.5498046875,181800,0.0902897700544083,0.0403508268596997,0.869359403085892,0.0499389431947085,0.11710332721861505
2017-06-15,9578.0498046875,9621.400390625,9560.7998046875,9617.900390625,171100,0.835302495589238,0.411191517994586,0.0,0.424110977594652,-0.41692616884621003
2017-06-16,9588.0498046875,9615.849609375,9565.5,9595.4501953125,213200,0.3207800649717358,0.1300806698289469,0.5491392651993172,0.1906993951427888,0.10440538735876359
2017-06-19,9657.5498046875,9673.2998046875,9614.900390625,9626.400390625,141700,0.5908929431882418,0.7837382510752364,0.0,-0.1928453078869946,0.7248606485755094
2017-06-20,9653.5,9676.5,9643.75,9670.5,159500,0.6775643618422824,0.5661806912250709,0.0,0.1113836706172115,-0.04193408027297618
2017-06-21,9633.599609375,9650.4501953125,9608.599609375,9648.099609375,144000,0.0165878289278561,0.312777989210354,0.6706341818617898,-0.2961901602824979,-0.20614689620345183
2017-06-22,9630.0,9698.849609375,9617.75,9642.650390625,198800,0.512093058299281,0.6543420054927197,0.0,-0.1422489471934387,-0.037365154469337636
2017-06-23,9574.9501953125,9647.650390625,9565.2998046875,9643.25,175200,0.2264957751979379,0.2320181803088107,0.5414860444932513,-0.0055224051108727,-0.5716490621754944
2017-06-27,9511.400390625,9615.400390625,9473.4501953125,9594.0498046875,203300,0.3867353463005374,0.76230262450096,0.0,-0.3755672782004225,-0.6637089842891464
2017-06-28,9491.25,9522.5,9474.349609375,9520.2001953125,172400,0.9367299887367344,0.0389380166876656,0.0243319945755998,0.8977919720490689,-0.21185514012070916
2017-06-29,9504.099609375,9575.7998046875,9493.7998046875,9522.9501953125,259300,0.1375209441459932,0.8371196278306522,0.0253594280233545,-0.6995986836846589,0.13538374160411148
2017-06-30,9520.900390625,9535.7998046875,9448.75,9478.5,179600,0.3410663510502585,0.6195262000363033,0.0394074489134381,-0.2784598489860448,0.17677404426008625
2017-07-03,9615.0,9624.0,9543.5498046875,9587.9501953125,183000,0.877339353380981,0.8644332468683641,0.0,0.0129061065126169,0.9883477981521338
2017-07-04,9613.2998046875,9650.650390625,9595.5,9645.900390625,144800,0.2579416277151556,0.5869365065589071,0.1551218657259373,-0.3289948788437514,-0.0176827385595435
2017-07-05,9637.599609375,9643.650390625,9607.349609375,9619.75,130800,0.659984046034179,0.5809503798881793,0.0,0.0790336661459997,0.25277277502206985
2017-07-06,9674.5498046875,9700.7001953125,9639.9501953125,9653.599609375,147400,0.8172222002012158,0.9906791570657658,0.0,-0.1734569568645499,0.3833962481337938
2017-07-07,9665.7998046875,9684.25,9642.650390625,9670.349609375,141800,0.5552008115994623,0.756730167068568,0.0,-0.2015293554691056,-0.09044348498532528
2017-07-10,9771.0498046875,9782.150390625,9646.4501953125,9719.2998046875,37500,0.0931027678058992,0.3892304716917885,0.5176667605023123,-0.2961277038858892,1.0888907501369838
2017-07-11,9786.0498046875,9830.0498046875,9778.849609375,9797.4501953125,179700,0.8972157579533268,0.228875462483499,0.0,0.6683402954698278,0.1535147225716127
2017-07-12,9816.099609375,9824.9501953125,9787.7001953125,9807.2998046875,145500,0.9004180571633305,0.5968518768877594,0.0,0.303566180275571,0.3070677677637246
2017-07-13,9891.7001953125,9897.25,9853.4501953125,9855.7998046875,181300,0.6331014572732679,0.9281820981139516,0.0,-0.2950806408406835,0.7701693029408263
2017-07-14,9886.349609375,9913.2998046875,9845.4501953125,9913.2998046875,159600,0.3390297910487007,0.9291395200154628,0.0,-0.5901097289667621,-0.05409167111671831
2017-07-17,9915.9501953125,9928.2001953125,9894.7001953125,9908.150390625,163500,0.8971102599525771,0.2116358985698612,0.0,0.6854743613827159,0.29940865038224906
2017-07-18,9827.150390625,9885.349609375,9792.0498046875,9832.7001953125,293900,0.8870864242651173,0.9956311094988834,0.0,-0.1085446852337661,-0.8955249163058343
2017-07-19,9899.599609375,9905.0498046875,9851.650390625,9855.9501953125,200200,0.7798755458576239,0.9811179078679356,0.0,-0.2012423620103118,0.7372352703497453
2017-07-20,9873.2998046875,9922.5498046875,9863.4501953125,9920.2001953125,161100,0.6420316461542878,0.6495089297074473,0.0,-0.0074772835531595,-0.2656653372384299
2017-07-21,9915.25,9924.7001953125,9838.0,9899.599609375,187500,0.0841399649950488,0.8044140596774734,0.1114459753274778,-0.7202740946824245,0.42488525763781926
2017-07-24,9966.400390625,9982.0498046875,9919.599609375,9936.7998046875,174500,0.6064290596595899,0.0533479969888976,0.3402229433515124,0.5530810626706922,0.5158759549683589
2017-07-25,9964.5498046875,10011.2998046875,9949.099609375,10010.5498046875,185500,0.0091970516166296,0.454764342552661,0.5360386058307093,-0.4455672909360314,-0.018568247962835738
2017-07-26,10020.650390625,10025.9501953125,9965.9501953125,9983.650390625,197600,0.1014715428660321,0.6747863021674105,0.2237421549665573,-0.5733147593013784,0.5630017114381713
2017-07-27,10020.5498046875,10114.849609375,10005.5,10063.25,287900,0.6635017691080558,0.6775316138836847,0.0,-0.0140298447756288,-0.0010037865166290239
2017-07-28,10014.5,10026.0498046875,9944.5,9996.5498046875,191600,0.0050615838462186,0.3731226184223836,0.6218157977313977,-0.3680610345761649,-0.06037397952625145
2017-07-31,10077.099609375,10085.900390625,10016.9501953125,10034.7001953125,237700,0.6918951976926933,0.5003594462155606,0.0,0.1915357514771326,0.6250897136651945
2017-08-01,10114.650390625,10128.599609375,10065.75,10101.0498046875,184300,0.6519612595026005,0.6908839765508228,0.0,-0.0389227170482222,0.37263481265050746
2017-08-02,10081.5,10137.849609375,10054.2001953125,10136.2998046875,161500,0.2242693094605597,0.6971358058918092,0.0785948846476309,-0.4728664964312494,-0.32774628232060676
2017-08-03,10013.650390625,10081.150390625,9998.25,10081.150390625,192700,0.7121792213475359,0.6486389567688156,0.0,0.0635402645787203,-0.6730110536626532
2017-08-04,10066.400390625,10075.25,9988.349609375,10008.599609375,178600,0.2372490874968,0.2752882134518601,0.4874626990513397,-0.03803912595506,0.5267809234621001
2017-08-07,10057.400390625,10088.099609375,10046.349609375,10074.7998046875,137400,0.6496328990472147,0.5993021161394377,0.0,0.0503307829077769,-0.0894063384204502
2017-08-08,9978.5498046875,10083.7998046875,9947.0,10068.349609375,203300,0.8492234104941779,0.1793560102892409,0.0,0.669867400204937,-0.7840056363968673
2017-08-09,9908.0498046875,9969.7998046875,9893.0498046875,9961.150390625,169200,0.6576128923003434,0.7051391455705633,0.0,-0.0475262532702199,-0.7065154895241621
2017-08-10,9820.25,9892.650390625,9776.2001953125,9872.849609375,235500,0.5683086033354716,0.4551719917336564,0.0,0.1131366116018152,-0.8861461782919355
2017-08-11,9710.7998046875,9771.650390625,9685.5498046875,9712.150390625,285900,0.0936747678280924,0.6677605916031529,0.2385646405687546,-0.5740858237750605,-1.1145357329243155
2017-08-14,9794.150390625,9818.2998046875,9752.099609375,9755.75,195600,0.2439896433790835,0.0191448679968366,0.7368654886240797,0.2248447753822469,0.8583287433983067
2017-08-16,9897.2998046875,9903.9501953125,9773.849609375,9825.849609375,219500,0.3930977246667604,0.6096974251526159,0.0,-0.2165997004858555,1.0531736796816515
2017-08-17,9904.150390625,9947.7998046875,9883.75,9945.5498046875,197600,0.8920465551771133,0.6996395696221217,0.0,0.1924069855549915,0.06921671640436333
2017-08-18,9837.400390625,9865.9501953125,9783.650390625,9865.9501953125,246300,0.6311386259972629,0.8381549749886426,0.0,-0.2070163489913796,-0.6739598791147605
2017-08-21,9754.349609375,9884.349609375,9740.099609375,9864.25,205300,0.5769038846263591,0.5359350788521182,0.0,0.0409688057742408,-0.8442350412935062
2017-08-22,9765.5498046875,9828.4501953125,9752.599609375,9815.75,183600,0.4925176938188639,0.4884956326599053,0.0189866735212307,0.0040220611589585,0.11482257414410224
2017-08-23,9852.5,9857.900390625,9786.75,9803.0498046875,168600,0.1952429877980445,0.4018871998907301,0.4028698123112254,-0.2066442120926855,0.8903768559017866
2017-08-24,9857.0498046875,9881.5,9848.849609375,9881.2001953125,184700,0.7224521152615053,0.1536910428442045,0.1238568418942901,0.5687610724173008,0.04617918992642078
2017-08-28,9912.7998046875,9925.75,9882.0,9907.150390625,159600,0.1771106794070489,0.5831908042770976,0.2396985163158534,-0.4060801248700486,0.5655850493267112
2017-08-29,9796.0498046875,9887.349609375,9783.75,9886.400390625,173300,0.9404585843529144,0.5928401805081102,0.0,0.3476184038448041,-1.1777701789638884
2017-08-30,9884.400390625,9909.4501953125,9850.7998046875,9859.5,157800,0.9539285770025874,0.35492466087701,0.0,0.5990039161255774,0.9019001301445284
2017-08-31,9917.900390625,9925.099609375,9856.9501953125,9905.7001953125,327700,0.9148643902204484,0.0519893519777074,0.0331462578018439,0.862875038242741,0.33891787742403867
2017-09-01,9974.400390625,9983.4501953125,9909.849609375,9937.650390625,157800,0.3701587002554444,0.0317437653729886,0.598097534371567,0.3384149348824558,0.569677026131532
2017-09-04,9912.849609375,9988.400390625,9861.0,9984.150390625,148800,0.4281841483173143,0.6068469555401391,0.0,-0.1786628072228248,-0.6170875324781666
2017-09-05,9952.2001953125,9963.099609375,9901.0498046875,9933.25,139200,0.9666548190436696,0.8809730056396574,0.0,0.0856818134040121,0.39696542859164463
2017-09-06,9916.2001953125,9931.5498046875,9882.5498046875,9899.25,149200,0.9636199770892528,0.8829148165187222,0.0,0.0807051605705306,-0.36172905783141696
2017-09-07,9929.900390625,9964.849609375,9917.2001953125,9945.849609375,188800,0.8530094554673601,0.6590454101322324,0.0,0.1939640453351276,0.13815972895521167
2017-09-08,9934.7998046875,9963.599609375,9913.2998046875,9958.650390625,163600,0.2944488920695857,0.211231831472931,0.4943192764574833,0.0832170605966546,0.049340012183063386
